"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:16.0","4:16.0","1.00","4:16","120","131","2","0","158","1.48","38","29.0","3:49","172","4:15","4:15"
"2","4:12.9","8:28.9","1.00","4:13","134","142","2","1","160","1.48","45","27.0","3:54","167","4:12.9","4:13"
"3","4:21.4","12:50","1.00","4:21","135","138","1","0","160","1.43","43","24.0","4:06","167","4:21","4:21"
"4","4:16.3","17:07","1.00","4:16","137","139","1","2","163","1.44","44","23.0","4:01","170","4:16","4:16"
"5","4:22.1","21:29","1.00","4:22","139","141","4","0","160","1.43","42","24.0","3:55","165","4:22.1","4:22"
"6","4:00.4","25:29","1.00","4:00","139","144","7","1","160","1.56","37","24.0","3:23","165","4:00","4:00"
"7","4:22.5","29:52","1.00","4:22","142","146","13","0","160","1.43","43","23.0","3:50","170","4:22","4:22"
"8","4:14.2","34:06","1.00","4:14","143","146","11","0","161","1.47","42","23.0","4:05","167","4:14.2","4:14"
"9","4:14.0","38:20","1.00","4:14","143","148","3","1","160","1.48","41","24.0","3:59","167","4:14.0","4:14"
"10","4:06.5","42:26","1.00","4:06","141","147","1","7","160","1.53","38","25.0","3:54","167","4:06","4:06"
"11","4:03.3","46:29","1.00","4:03","141","160","0","14","160","1.54","36","25.0","3:50","165","4:03","4:03"
"12","3:55.9","50:25","1.00","3:56","131","145","0","11","161","1.58","25","25.0","3:38","165","3:55.9","3:56"
"13","3:55.6","54:21","1.00","3:56","143","145","0","4","160","1.59","37","24.0","3:47","165","3:55.6","3:56"
"14","4:02.3","58:23","1.00","4:02","144","148","1","4","160","1.55","38","26.0","3:50","169","4:02","4:02"
"15","4:00.3","1:02:24","1.00","4:00","148","162","2","0","160","1.56","43","27.0","3:48","165","4:00","4:00"
"16","0:03.3","1:02:27","0.01","3:53","149","150","0","0","162","1.59","0","26.0","3:51","163","0:03","3:30"
"Summary","1:02:27","1:02:27","15.01","4:10","139","162","49","45","160","1.50","592","24.9","3:23","172","1:02:23","4:09"
