"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:14.0","4:14.0","1.00","4:14","127","138","1","1","162","1.46","45","30.0","3:50","172","4:12","4:12"
"2","4:12.5","8:26.5","1.00","4:13","140","144","1","0","164","1.45","52","28.0","3:45","167","4:12.5","4:13"
"3","4:07.2","12:34","1.00","4:07","140","143","1","1","163","1.49","49","27.0","3:56","169","4:07","4:07"
"4","3:37.2","16:11","0.86","4:12","142","147","1","0","163","1.46","42","26.0","4:01","169","3:37","4:12"
"5","4:04.7","20:16","1.00","4:05","145","148","2","0","163","1.50","50","27.0","3:46","169","4:04.7","4:05"
"6","4:01.2","24:17","1.00","4:01","149","151","2","0","163","1.53","54","27.0","3:54","169","4:01","4:01"
"7","4:04.1","28:21","1.00","4:04","151","153","0","1","163","1.51","56","28.0","3:46","167","4:03","4:03"
"8","4:02.5","32:23","0.93","4:22","150","155","1","1","149","1.54","53","28.0","3:50","167","3:42","4:00"
"9","0:04.3","32:28","0.00","0","117","117","0","0","0","--","0","31.0","0","0","0","--"
"10","0:00.5","32:28","0.00","0","117","117","--","--","0","--","--","31.0","0","0","0","--"
"Summary","32:28","32:28","7.79","4:10","143","155","10","5","161","1.49","401","27.7","3:45","172","31:59","4:06"
