"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:10.0","4:10.0","0.97","4:19","126","139","0","16","161","1.44","40","23.0","3:55","173","4:09","4:18"
"2","4:12.1","8:22.1","0.98","4:17","139","147","1","2","160","1.46","47","19.0","3:53","165","4:12.1","4:17"
"3","4:13.6","12:36","0.98","4:18","142","147","8","0","160","1.46","49","17.0","4:08","163","4:13","4:17"
"4","4:36.7","17:12","1.00","4:37","142","149","13","9","159","1.36","52","15.0","4:03","165","4:36.7","4:37"
"5","1:02.1","18:15","0.23","4:30","136","141","0","3","159","1.40","9","15.0","4:19","161","1:01","4:25"
"6","4:45.3","23:00","1.00","4:45","133","136","0","12","159","1.32","41","14.0","4:27","163","4:45.3","4:45"
"7","4:25.0","27:25","0.90","4:53","137","141","5","5","159","1.28","39","13.0","4:29","165","4:24","4:52"
"8","4:21.3","31:46","1.00","4:21","139","147","6","6","160","1.43","39","13.0","3:54","167","4:21.3","4:21"
"9","0:28.7","32:15","0.11","4:28","125","145","0","0","158","1.42","2","14.0","3:54","170","0:27","4:12"
"10","4:12.3","36:27","1.00","4:12","149","157","16","1","161","1.48","50","13.0","3:55","167","4:12.3","4:12"
"11","0:06.0","36:33","0.02","4:34","155","156","0","0","162","1.35","1","12.0","4:18","163","0:05","3:47"
"Summary","36:33","36:33","8.20","4:28","138","157","49","54","160","1.40","369","15.7","3:53","173","36:27","4:27"
