"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:48.8","4:48.8","1.00","4:49","122","131","6","4","160","1.30","37","22.0","3:56","176","4:46","4:46"
"2","4:45.5","9:34.3","1.00","4:45","132","138","1","1","162","1.30","42","17.0","4:30","165","4:45","4:45"
"3","4:17.7","13:52","1.00","4:18","138","142","9","1","161","1.45","37","15.0","4:09","167","4:17.7","4:18"
"4","4:27.2","18:19","1.00","4:27","136","142","9","1","161","1.40","36","14.0","4:01","165","4:27","4:27"
"5","4:17.5","22:37","1.00","4:18","139","144","10","0","161","1.45","35","13.0","3:57","167","4:17.5","4:18"
"6","4:10.3","26:47","1.00","4:10","135","145","5","1","159","1.51","32","12.0","3:59","165","4:09","4:09"
"7","4:05.0","30:52","1.00","4:05","141","146","6","2","162","1.51","32","11.0","3:49","169","4:05.0","4:05"
"8","3:57.9","34:50","1.00","3:58","143","147","1","0","161","1.57","32","10.0","3:59","167","3:57.9","3:58"
"9","3:54.5","38:45","1.00","3:55","139","148","1","2","161","1.59","29","10.0","3:45","170","3:54","3:54"
"10","3:50.4","42:35","1.00","3:50","144","147","0","7","163","1.60","30","9.0","3:38","167","3:50.4","3:50"
"11","4:01.5","46:36","1.00","4:02","146","149","7","0","162","1.54","34","8.0","3:48","167","4:01","4:01"
"12","3:53.7","50:30","1.00","3:54","146","149","4","1","162","1.58","34","8.0","3:36","167","3:53.7","3:54"
"13","3:53.9","54:24","1.00","3:54","146","149","1","0","162","1.58","34","8.0","3:49","169","3:53.9","3:54"
"14","3:54.0","58:18","1.00","3:54","145","150","1","8","162","1.58","30","8.0","3:46","169","3:54","3:54"
"15","3:53.2","1:02:11","1.00","3:53","147","150","3","3","162","1.59","32","8.0","3:42","165","3:53","3:53"
"16","3:48.9","1:06:00","1.00","3:49","146","149","0","11","164","1.60","29","7.0","3:39","169","3:48.9","3:49"
"17","3:49.1","1:09:49","1.00","3:49","147","149","3","9","164","1.60","26","7.0","3:28","170","3:49","3:49"
"18","3:43.6","1:13:33","1.00","3:44","150","155","2","8","164","1.63","31","7.0","3:28","172","3:43","3:43"
"19","3:41.8","1:17:15","1.00","3:42","154","157","1","3","163","1.66","36","7.0","3:21","169","3:41.8","3:42"
"20","4:03.6","1:21:18","1.00","4:04","150","154","3","2","161","1.53","33","7.0","3:35","167","4:03.6","4:04"
"21","0:02.3","1:21:21","0.01","3:39","146","146","0","0","162","1.69","0","7.0","4:02","163","0:01","1:36"
"Summary","1:21:21","1:21:21","20.01","4:04","142","157","72","65","162","1.52","661","10.7","3:21","176","1:21:12","4:03"
