"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:06.5","4:06.5","1.00","4:07","128","140","0","17","161","1.50","33","21.0","3:40","172","4:06","4:07"
"2","4:00.5","8:07.0","1.00","4:01","143","147","3","5","160","1.56","38","17.0","3:54","163","4:00.5","4:01"
"3","0:04.1","8:11.1","0.02","4:26","146","147","0","0","161","1.40","0","16.0","3:59","161","0:03","3:16"
"4","4:04.2","12:15","1.00","4:04","149","155","9","0","159","1.55","43","15.0","3:56","161","4:04.2","4:04"
"5","0:05.2","12:21","0.02","4:25","147","147","0","0","160","1.42","0","14.0","4:08","161","0:04","3:23"
"6","3:50.0","16:10","1.00","3:50","146","154","5","31","164","1.59","38","13.0","3:33","174","3:50.0","3:50"
"7","3:56.2","20:07","1.00","3:56","141","145","0","38","164","1.55","33","12.0","3:29","170","3:56","3:56"
"8","3:57.6","24:04","1.00","3:58","145","151","0","20","161","1.57","35","12.0","3:31","170","3:56","3:56"
"9","3:59.4","28:04","1.00","3:59","140","154","0","4","159","1.58","31","12.0","3:36","173","3:59","3:59"
"10","4:02.1","32:06","1.00","4:02","148","151","2","0","163","1.52","34","12.0","3:50","172","4:02","4:02"
"11","4:07.9","36:14","1.00","4:08","149","155","2","0","162","1.50","40","11.0","3:48","169","4:07.9","4:08"
"12","4:05.9","40:20","1.00","4:06","149","153","1","0","161","1.51","39","10.0","3:53","169","4:05.9","4:06"
"13","4:28.7","44:48","1.00","4:29","154","167","34","5","161","1.39","44","10.0","3:53","169","4:28","4:28"
"14","4:15.8","49:04","1.00","4:16","154","162","28","13","161","1.46","43","10.0","3:21","168","4:15.8","4:16"
"15","3:02.9","52:07","0.74","4:09","153","165","10","16","162","1.49","29","9.0","3:38","169","3:02","4:08"
"16","4:19.3","56:26","0.97","4:27","151","162","34","0","159","1.41","39","10.0","3:48","163","4:19","4:27"
"17","4:06.0","1:00:32","1.00","4:06","155","161","22","1","159","1.53","41","10.0","3:58","163","4:06.0","4:06"
"18","0:02.7","1:00:35","0.02","2:06","147","148","0","0","159","2.99","0","10.0","3:55","159","0:02","1:35"
"19","3:51.5","1:04:26","1.00","3:52","145","153","0","9","160","1.62","27","10.0","3:29","165","3:51.5","3:52"
"20","0:02.8","1:04:29","0.01","4:47","150","150","0","0","161","1.30","0","10.0","3:51","161","0:02","3:27"
"21","3:53","1:08:22","1.00","3:53","151","155","3","6","159","1.62","32","11.0","3:41","163","3:53","3:53"
"22","0:04.6","1:08:27","0.02","3:22","150","150","0","0","158","1.88","0","11.0","4:15","159","0:04","2:55"
"23","4:08.2","1:12:35","1.00","4:08","154","159","15","0","159","1.52","38","11.0","3:50","163","4:08.2","4:08"
"24","0:04.6","1:12:40","0.02","3:58","159","159","0","0","161","1.57","0","11.0","4:12","161","0:04","3:26"
"Summary","1:12:40","1:12:40","17.81","4:05","148","167","169","166","161","1.53","657","12.0","3:21","174","1:12:30","4:04"
