"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:13.8","4:13.8","1.00","4:14","127","138","1","1","162","1.46","45","27.0","3:50","176","4:13.8","4:14"
"2","4:11.8","8:25.5","1.00","4:12","141","148","0","1","162","1.47","52","24.0","3:50","169","4:11.8","4:12"
"3","4:08.9","12:34","1.00","4:09","140","147","2","1","161","1.50","48","22.0","4:03","165","4:07","4:07"
"4","4:13.6","16:48","1.00","4:14","141","146","1","0","161","1.47","51","22.0","3:56","167","4:13.6","4:14"
"5","4:05.5","20:53","1.00","4:06","144","147","2","0","160","1.52","49","22.0","4:00","165","4:05","4:05"
"6","4:06.6","25:00","1.00","4:07","139","149","0","1","161","1.51","44","24.0","4:01","170","4:06","4:06"
"7","4:09.0","29:09","1.00","4:09","147","151","2","3","161","1.49","51","23.0","4:02","167","4:09","4:09"
"8","4:06.7","33:16","1.00","4:07","145","148","1","0","160","1.52","49","22.0","3:45","165","4:06.7","4:07"
"9","4:02.3","37:18","1.00","4:02","143","145","1","3","160","1.54","45","23.0","3:33","163","4:02","4:02"
"10","4:03.3","41:21","1.00","4:03","145","147","0","0","160","1.54","46","25.0","3:48","165","4:03.3","4:03"
"11","0:23.6","41:45","0.10","4:02","143","144","0","0","161","1.54","4","26.0","4:00","161","0:23","3:56"
"Summary","41:45","41:45","10.10","4:08","141","151","10","10","161","1.50","484","23.4","3:33","176","41:41","4:08"
