"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:27.9","4:27.9","1.00","4:28","124","137","1","18","161","1.39","35","19.0","3:53","172","4:27.9","4:28"
"2","4:20.1","8:48.0","1.00","4:20","140","145","1","3","160","1.44","41","16.0","3:57","165","4:20","4:20"
"3","4:22.3","13:10","1.00","4:22","145","149","8","0","158","1.45","43","15.0","4:16","161","4:22","4:22"
"4","4:17.5","17:28","1.00","4:17","141","151","7","20","159","1.47","39","15.0","4:12","163","4:17.5","4:17"
"5","4:35.5","22:03","1.00","4:35","141","152","23","7","156","1.39","40","14.0","4:15","163","4:34","4:34"
"6","4:15.9","26:19","1.00","4:16","148","156","6","9","161","1.46","42","13.0","3:59","167","4:15.9","4:16"
"7","4:15.5","30:35","1.00","4:16","143","152","5","7","161","1.46","35","13.0","3:50","202","4:15","4:15"
"8","4:09.0","34:44","1.00","4:09","150","156","6","1","159","1.51","41","13.0","3:50","165","4:09.0","4:09"
"9","0:04.1","34:48","0.02","3:58","153","153","0","0","161","1.57","0","13.0","4:06","161","0:03","2:55"
"Summary","34:48","34:48","8.02","4:20","141","156","57","65","159","1.45","316","14.8","3:50","202","34:44","4:20"
