"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:15.0","4:15.0","1.00","4:15","127","137","6","2","162","1.45","35","18.0","3:39","172","4:15.0","4:15"
"2","3:58.9","8:13.9","1.00","3:59","137","141","7","0","160","1.57","36","10.0","3:48","165","3:58.9","3:59"
"3","3:56.2","12:10","1.00","3:56","138","141","1","1","159","1.59","34","7.0","3:53","163","3:56","3:56"
"4","3:53.9","16:04","1.00","3:54","139","143","1","4","159","1.61","33","5.0","3:16","169","3:53.9","3:54"
"5","4:03.8","20:08","1.00","4:04","135","142","6","0","157","1.57","30","4.0","3:44","167","4:03.8","4:04"
"6","3:56.4","24:04","1.00","3:56","140","144","6","4","159","1.59","31","3.0","3:48","167","3:56","3:56"
"7","3:44.9","27:49","1.00","3:45","141","146","11","4","160","1.67","29","2.0","3:29","169","3:44.9","3:45"
"8","3:41.6","31:31","1.00","3:42","141","148","4","9","162","1.67","28","2.0","3:29","169","3:41.6","3:42"
"9","3:56.0","35:27","1.00","3:56","144","153","9","3","159","1.60","34","1.0","3:34","167","3:55","3:55"
"10","3:56.0","39:23","1.00","3:56","144","148","7","5","159","1.60","33","0","3:45","165","3:56","3:56"
"11","3:50.9","43:14","1.00","3:51","140","148","5","7","162","1.61","26","0","3:37","172","3:50.9","3:51"
"12","3:48.9","47:02","1.00","3:49","143","148","0","4","159","1.65","29","0","3:38","167","3:48","3:48"
"13","3:57.3","51:00","1.00","3:57","143","150","7","1","159","1.59","30","0","3:40","165","3:57.3","3:57"
"14","3:52.0","54:52","1.00","3:52","144","146","2","0","159","1.63","29","0","3:45","163","3:52","3:52"
"15","3:47.1","58:39","1.00","3:47","144","147","1","1","159","1.66","28","0","3:45","165","3:47","3:47"
"16","3:51.7","1:02:30","1.00","3:52","145","149","5","4","160","1.62","29","0","3:34","165","3:51","3:51"
"17","0:06.2","1:02:37","0.03","3:55","144","146","0","0","158","1.62","0","0","3:46","159","0:06","3:48"
"Summary","1:02:37","1:02:37","16.03","3:54","140","153","78","49","160","1.60","494","3.4","3:16","172","1:02:33","3:54"
