"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:52.7","4:52.7","1.00","4:53","135","149","33","2","158","1.30","46","22.0","4:15","175","4:52.7","4:53"
"2","4:02.4","8:55.1","1.00","4:02","145","151","8","22","161","1.53","43","18.0","3:21","174","4:02","4:02"
"3","4:19.0","13:14","1.00","4:19","147","153","19","5","159","1.45","46","17.0","4:01","167","4:19","4:19"
"4","3:54.5","17:09","1.00","3:54","144","154","1","27","161","1.59","38","16.0","3:38","169","3:54","3:54"
"5","4:09.8","21:18","1.00","4:10","146","149","0","10","159","1.51","41","15.0","3:44","169","4:09.8","4:10"
"6","4:10.3","25:29","1.00","4:10","146","150","2","2","158","1.51","42","16.0","4:00","163","4:10","4:10"
"7","4:07.3","29:36","1.00","4:07","148","150","1","0","158","1.54","43","16.0","3:51","163","4:07.3","4:07"
"8","4:06.0","33:42","1.00","4:06","149","151","1","0","157","1.55","42","16.0","3:56","159","4:06.0","4:06"
"9","4:14.8","37:57","1.00","4:15","137","148","3","2","156","1.51","28","20.0","3:53","171","4:12","4:12"
"10","4:05.2","42:02","1.00","4:05","146","149","2","4","156","1.57","37","18.0","3:59","161","4:05.2","4:05"
"11","4:03.8","46:06","1.00","4:04","150","158","5","6","157","1.57","42","17.0","3:49","163","4:03","4:03"
"12","4:06.2","50:12","1.00","4:06","151","154","0","0","156","1.56","43","16.0","3:26","161","4:06.2","4:06"
"13","4:03.8","54:16","1.00","4:04","152","155","0","1","156","1.58","42","17.0","3:51","159","4:03","4:03"
"14","4:18.0","58:34","1.00","4:18","156","162","23","0","156","1.50","48","18.0","4:00","165","4:18.0","4:18"
"15","4:12.6","1:02:46","1.00","4:13","154","159","12","2","158","1.51","44","19.0","4:04","165","4:12.6","4:13"
"16","3:49.1","1:06:35","1.00","3:49","151","158","0","24","160","1.64","36","19.0","3:06","167","3:49","3:49"
"17","0:04.3","1:06:40","0.02","3:39","152","153","0","0","160","1.71","0","19.0","3:57","161","0:04","3:25"
"Summary","1:06:40","1:06:40","16.02","4:10","147","162","111","107","158","1.52","661","17.6","3:06","175","1:06:34","4:09"
