"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:30.4","3:30.4","1.00","3:30","143","155","3","1","167","1.70","43","22.0","3:12","183","3:27","3:27"
"2","3:32.9","7:03.3","1.00","3:33","155","161","1","0","168","1.68","49","19.0","3:13","172","3:32.9","3:33"
"3","3:31.2","10:35","1.00","3:31","158","164","2","1","168","1.69","49","18.0","3:19","172","3:31","3:31"
"4","3:27.3","14:02","1.00","3:27","164","169","0","2","168","1.72","50","18.0","3:11","172","3:27.3","3:27"
"5","3:24.8","17:27","1.00","3:25","165","168","2","1","169","1.74","49","18.0","3:08","173","3:24","3:24"
"6","3:34.9","21:02","1.00","3:35","166","172","0","0","168","1.66","52","19.0","3:19","172","3:34","3:34"
"7","3:25.5","24:27","1.00","3:26","164","168","0","3","168","1.74","49","19.0","3:12","172","3:25.5","3:26"
"8","3:20.1","27:47","1.00","3:20","167","170","4","4","169","1.78","48","19.0","3:17","170","3:20","3:20"
"9","3:18.2","31:05","1.00","3:18","168","170","2","3","168","1.80","48","19.0","3:05","172","3:18.2","3:18"
"10","3:24.8","34:30","1.00","3:25","167","170","1","1","168","1.74","49","20.0","3:11","173","3:24","3:24"
"11","0:01.8","34:32","0.01","2:21","167","167","0","0","168","2.54","0","20.0","3:18","168","0:01.8","2:21"
"Summary","34:32","34:32","10.01","3:27","162","172","15","17","168","1.73","486","19.1","3:05","183","34:26","3:26"
