"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:15.5","4:15.5","1.00","4:15","130","139","1","0","163","1.44","36","23.0","3:45","233","4:15.5","4:15"
"2","4:12.6","8:28.1","1.00","4:13","140","142","2","1","161","1.48","39","18.0","3:59","165","4:12","4:12"
"3","4:07.2","12:35","1.00","4:07","143","145","2","2","162","1.50","38","16.0","3:52","165","4:07.2","4:07"
"4","4:08.1","16:43","1.00","4:08","144","147","1","1","161","1.50","37","15.0","4:08","167","4:08","4:08"
"5","4:03.7","20:47","1.00","4:04","144","147","5","1","161","1.53","38","14.0","4:02","165","4:03","4:03"
"6","4:07.7","24:55","1.00","4:08","144","147","2","0","161","1.51","38","12.0","4:03","169","4:07.7","4:08"
"7","4:10.5","29:05","1.00","4:10","144","147","2","1","160","1.50","37","11.0","3:47","167","4:10.5","4:10"
"8","4:24.7","33:30","1.00","4:25","141","143","1","0","159","1.43","35","11.0","4:12","163","4:24","4:24"
"9","4:14.3","37:44","1.00","4:14","138","145","0","0","158","1.49","30","11.0","4:04","167","4:14.3","4:14"
"10","4:15.5","42:00","1.00","4:15","143","148","2","1","161","1.46","32","11.0","3:49","168","4:15","4:15"
"11","4:08.9","46:09","1.00","4:09","144","147","0","1","160","1.51","32","10.0","3:51","165","4:08.9","4:09"
"12","4:16.9","50:26","1.00","4:17","142","146","0","2","160","1.46","31","10.0","3:45","167","4:16.9","4:17"
"13","3:54.3","54:20","1.00","3:54","147","151","1","0","161","1.59","32","9.0","3:31","167","3:54","3:54"
"14","3:56.3","58:16","1.00","3:56","146","151","0","1","160","1.58","32","8.0","3:41","163","3:56.3","3:56"
"15","3:57.7","1:02:14","1.00","3:58","146","149","0","0","159","1.59","31","8.0","3:35","165","3:57","3:57"
"16","3:55.4","1:06:09","1.00","3:55","147","150","0","1","159","1.61","32","8.0","3:52","163","3:55.4","3:55"
"17","3:58.0","1:10:07","1.00","3:58","148","152","2","0","159","1.59","33","8.0","3:53","163","3:58","3:58"
"18","3:50.5","1:13:58","1.00","3:50","149","153","0","1","160","1.63","33","8.0","3:45","163","3:50","3:50"
"19","0:03.8","1:14:01","0.02","3:34","151","151","0","0","162","1.73","0","8.0","3:50","163","0:03","2:51"
"Summary","1:14:01","1:14:01","18.02","4:06","143","153","22","15","160","1.52","616","11.8","3:31","233","1:13:57","4:06"
