"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:49.2","4:49.2","1.00","4:49","117","132","3","3","156","1.33","32","20.0","3:45","172","4:45","4:45"
"2","4:38.2","9:27.5","1.00","4:38","129","132","4","1","161","1.34","39","14.0","4:12","167","4:38","4:38"
"3","4:21.0","13:48","1.00","4:21","130","132","1","1","161","1.42","36","12.0","3:58","167","4:21","4:21"
"4","4:29.4","18:18","1.00","4:29","135","144","18","0","159","1.40","36","11.0","4:14","165","4:29","4:29"
"5","4:19.7","22:38","1.00","4:20","138","143","8","0","158","1.46","35","8.0","4:08","163","4:19","4:19"
"6","4:21.9","26:59","1.00","4:22","131","139","0","1","158","1.45","29","8.0","4:04","171","4:21","4:21"
"7","4:03.8","31:03","1.00","4:04","133","138","4","8","160","1.54","29","10.0","3:51","163","4:03.8","4:04"
"8","3:56.6","35:00","1.00","3:57","133","139","0","20","161","1.58","28","10.0","3:23","165","3:56","3:56"
"9","4:13.9","39:14","1.00","4:14","136","139","2","2","160","1.47","30","9.0","4:00","165","4:13.9","4:14"
"10","4:05.0","43:19","1.00","4:05","136","140","2","5","160","1.53","28","9.0","3:31","166","4:05","4:05"
"11","1:17.7","44:37","0.33","3:55","139","142","1","0","159","1.60","9","9.0","4:16","161","1:17","3:53"
"Summary","44:37","44:37","10.33","4:19","132","144","44","42","160","1.45","331","11.2","3:23","172","44:29","4:18"
