"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","2:55.3","2:55.3","1.00","2:55","167","179","4","2","169","2.03","45","23.0","2:32","177","2:55","2:55"
"2","0:02.9","2:58.2","0.02","3:14","178","178","0","0","172","1.80","0","23.0","2:54","172","0:02.9","3:14"
"3","3:00.6","5:58.8","0.36","8:24","147","178","1","1","97","1.23","40","23.0","2:54","173","2:40","7:26"
"4","2:55.3","8:54.1","1.00","2:55","169","181","1","2","167","2.05","46","22.0","2:36","183","2:55.3","2:55"
"5","0:02.7","8:56.8","0.01","4:00","181","181","0","0","173","1.45","0","22.0","2:54","173","0:02","2:59"
"6","3:01.7","11:59","0.36","8:29","149","181","0","0","101","1.17","39","22.0","2:49","172","2:35","7:14"
"7","2:53.3","14:52","1.00","2:53","169","181","4","2","170","2.03","45","23.0","2:32","175","2:53.3","2:53"
"8","3:02.0","17:54","0.35","8:40","150","181","1","1","101","1.14","37","23.0","2:54","173","2:57","8:26"
"9","2:51.5","20:45","1.00","2:51","170","182","4","4","168","2.09","44","23.0","2:38","175","2:51.5","2:51"
"10","0:02.7","20:48","0.01","3:39","182","182","0","0","173","1.59","0","23.0","2:54","173","0:02","2:42"
"11","3:01.4","23:49","0.33","9:06","150","182","2","2","89","1.24","36","23.0","2:54","173","2:24","7:13"
"12","2:56.9","26:46","1.00","2:57","169","180","4","2","166","2.04","45","23.0","2:42","176","2:56.9","2:57"
"13","0:00.5","26:47","0.00","12:07","180","180","--","3","172","0.48","--","23.0","2:55","172","0:00.5","12:03"
"14","4:04.4","30:51","0.10","39:18","135","180","1","2","16","1.57","27","26.0","2:55","173","0:40","6:26"
"15","2:46.4","33:38","1.00","2:46","171","183","7","6","175","2.06","42","26.0","2:29","217","2:46.4","2:46"
"16","0:01.1","33:39","0.01","3:23","182","182","--","--","177","1.67","--","25.0","2:34","177","0:01","3:12"
"17","3:02.6","36:41","0.20","15:20","148","182","0","1","58","1.12","30","26.0","2:34","177","1:57","9:50"
"18","2:38.9","39:20","1.00","2:39","174","186","5","4","176","2.14","41","26.0","2:09","188","2:36","2:37"
"19","5:00.1","44:20","0.22","23:11","139","186","0","0","34","1.25","36","26.0","2:09","192","1:53","8:44"
"20","7:32.8","51:53","1.00","7:33","125","134","0","0","114","1.16","28","26.0","5:04","169","6:03","6:03"
"21","4:51.7","56:45","0.96","5:03","137","140","3","2","160","1.23","31","26.0","4:53","166","4:51.7","5:03"
"22","4:28.1","1:01:13","0.91","4:55","138","141","1","1","160","1.27","29","26.0","4:22","167","4:28","4:55"
"Summary","1:01:13","1:01:13","11.83","5:11","149","186","39","36","120","1.51","641","24.6","2:09","217","50:31","4:16"
