"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:02.8","4:02.8","1.00","4:03","132","146","1","1","153","1.61","36","24.0","3:39","170","4:01","4:01"
"2","3:48.4","7:51.2","1.00","3:48","147","152","0","0","157","1.67","43","22.0","3:36","161","3:48.4","3:48"
"3","3:52.4","11:44","1.00","3:52","149","153","1","1","158","1.64","44","20.0","3:33","161","3:52","3:52"
"4","3:48.7","15:32","1.00","3:49","150","156","3","1","157","1.67","44","20.0","3:35","161","3:48.7","3:49"
"5","3:45.4","19:18","1.00","3:45","152","155","1","0","157","1.69","43","20.0","3:34","161","3:45","3:45"
"6","3:45.9","23:04","1.00","3:46","147","157","1","1","157","1.69","38","20.0","3:17","163","3:45.9","3:46"
"7","3:47.9","26:52","1.00","3:48","153","159","1","2","157","1.67","43","20.0","3:34","161","3:47.9","3:48"
"8","3:57.3","30:49","1.00","3:57","154","158","3","4","157","1.61","44","20.0","3:22","161","3:57","3:57"
"9","3:52.2","34:41","1.00","3:52","154","158","0","0","157","1.65","42","20.0","3:37","159","3:52.2","3:52"
"10","3:45.2","38:26","1.00","3:45","153","160","1","2","158","1.69","40","20.0","3:36","165","3:45","3:45"
"11","0:07.0","38:33","0.03","3:48","159","160","0","0","159","1.65","1","20.0","3:39","159","0:06","3:15"
"Summary","38:33","38:33","10.03","3:51","149","160","13","12","157","1.66","418","20.6","3:17","170","38:29","3:50"
