"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:23.8","4:23.8","1.00","4:24","141","156","6","0","156","1.46","50","24.0","3:51","174","4:23.8","4:24"
"2","4:04.7","8:28.5","1.00","4:05","144","159","1","3","158","1.55","47","21.0","4:00","161","4:04","4:04"
"3","4:00.6","12:29","1.00","4:01","139","150","1","4","159","1.57","41","18.0","3:47","167","4:00.6","4:01"
"4","3:43.1","16:12","1.00","3:43","146","151","2","3","159","1.69","42","18.0","3:40","163","3:43","3:43"
"5","3:44.0","19:56","1.00","3:44","144","151","4","4","159","1.68","39","18.0","3:39","165","3:44.0","3:44"
"6","3:42.3","23:38","1.00","3:42","149","154","5","5","160","1.69","43","19.0","3:27","165","3:42","3:42"
"7","3:52.2","27:31","1.00","3:52","144","153","2","1","160","1.62","39","21.0","3:28","170","3:50","3:50"
"8","3:41.5","31:12","1.00","3:41","150","155","4","4","161","1.69","42","21.0","3:29","165","3:41.5","3:41"
"9","3:46.8","34:59","1.00","3:47","153","158","1","2","159","1.66","45","20.0","3:37","163","3:46.8","3:47"
"10","3:49.6","38:49","1.00","3:50","168","174","5","0","159","1.64","53","21.0","3:48","163","3:49","3:49"
"11","3:44.5","42:33","1.00","3:44","160","169","1","4","159","1.68","48","21.0","3:42","167","3:44.5","3:44"
"12","3:44.1","46:17","1.00","3:44","158","165","2","3","160","1.68","46","21.0","3:30","163","3:44","3:44"
"13","0:15.8","46:33","0.02","10:50","152","161","0","0","45","2.03","3","22.0","3:33","163","0:14","9:37"
"Summary","46:33","46:33","12.02","3:52","149","174","35","31","158","1.63","538","20.3","3:27","174","46:27","3:52"
