"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:10.8","4:10.8","1.00","4:11","131","142","1","0","162","1.47","39","30.0","3:54","186","4:09","4:09"
"2","3:54.4","8:05.2","1.00","3:54","145","148","2","0","158","1.62","45","27.0","3:38","165","3:54.4","3:54"
"3","3:53.3","11:59","1.00","3:53","148","152","2","0","160","1.61","46","27.0","3:48","163","3:53","3:53"
"4","3:56.5","15:55","1.00","3:56","147","151","0","0","158","1.61","46","27.0","3:50","161","3:56.5","3:56"
"5","4:03.6","19:59","1.00","4:04","143","151","2","0","160","1.54","40","27.0","3:49","169","4:03.6","4:04"
"6","3:58.0","23:57","1.00","3:58","147","150","2","3","159","1.58","43","26.0","3:35","165","3:57","3:57"
"7","3:53.8","27:50","1.00","3:54","150","154","0","3","160","1.61","44","27.0","3:37","169","3:53.8","3:54"
"8","3:49.6","31:40","1.00","3:50","152","156","0","1","160","1.63","45","27.0","3:21","167","3:49.6","3:50"
"9","0:09.3","31:49","0.05","2:58","155","156","0","0","161","2.09","1","27.0","3:26","165","0:08","2:32"
"Summary","31:49","31:49","8.05","3:57","145","156","9","7","160","1.58","349","27.3","3:21","186","31:45","3:57"
