"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:02.1","4:02.1","1.00","4:02","120","130","0","20","157","1.58","32","21.0","3:51","172","4:02","4:02"
"2","4:26.3","8:28.4","1.00","4:26","141","150","21","5","156","1.44","45","19.0","3:51","161","4:26","4:26"
"3","3:59.9","12:28","1.00","4:00","135","149","0","15","157","1.60","35","17.0","3:48","226","3:59.9","4:00"
"4","4:10.8","16:39","1.00","4:11","146","151","2","10","155","1.54","44","15.0","3:58","165","4:10.8","4:11"
"5","4:19.9","20:59","1.00","4:20","142","150","11","11","157","1.47","40","15.0","4:00","168","4:19","4:19"
"6","4:18.0","25:17","1.00","4:18","149","154","11","1","156","1.49","45","13.0","3:55","163","4:18","4:18"
"7","4:15.7","29:33","1.00","4:16","136","145","4","13","154","1.52","32","14.0","4:15","167","4:15","4:15"
"8","4:06.6","33:39","1.00","4:07","140","146","0","12","157","1.55","34","13.0","2:57","231","4:06.6","4:07"
"9","4:06.2","37:46","1.00","4:06","140","149","8","0","152","1.60","33","13.0","3:43","163","4:04","4:04"
"10","4:17.0","42:03","1.00","4:17","146","156","13","0","154","1.52","39","12.0","3:52","161","4:17","4:17"
"11","4:01.3","46:04","1.00","4:01","140","152","12","23","135","1.84","31","12.0","3:31","161","4:00","4:00"
"12","0:07.4","46:11","0.04","2:56","112","115","1","0","0","--","0","12.0","2:58","0","0:07","2:45"
"Summary","46:11","46:11","11.04","4:11","140","156","84","109","154","1.56","410","14.9","2:57","231","46:05","4:10"
