"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:08.4","4:08.4","1.00","4:08","126","139","1","0","159","1.51","44","29.0","3:36","172","4:08.4","4:08"
"2","3:57.7","8:06.1","1.00","3:58","142","151","1","1","163","1.55","49","28.0","3:34","172","3:57","3:57"
"3","3:52.2","11:58","1.00","3:52","139","147","2","0","160","1.61","45","27.0","3:25","173","3:52","3:52"
"4","4:04.0","16:02","1.00","4:04","144","147","3","0","162","1.52","49","26.0","3:54","167","4:04","4:04"
"5","4:03.4","20:06","1.00","4:03","146","149","1","1","162","1.52","51","27.0","3:42","167","4:02","4:02"
"6","4:02.5","24:08","1.00","4:03","143","146","0","7","161","1.53","47","27.0","3:55","165","4:02.5","4:03"
"7","3:50.6","27:59","1.00","3:51","146","150","1","7","163","1.60","45","25.0","3:28","169","3:50","3:50"
"8","3:33.0","31:32","1.00","3:33","158","164","2","4","166","1.70","52","23.0","3:27","170","3:33","3:33"
"9","0:25.4","31:57","0.13","3:12","160","160","0","0","169","1.85","6","21.0","3:20","170","0:25.4","3:12"
"Summary","31:57","31:57","8.13","3:56","143","164","12","20","162","1.57","388","26.5","3:20","173","31:54","3:55"
