"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:31.9","4:31.9","1.00","4:32","131","139","28","0","154","1.44","42","20.0","4:00","170","4:28","4:28"
"2","4:01.0","8:32.9","1.00","4:01","142","153","4","20","161","1.55","42","16.0","3:30","165","4:01","4:01"
"3","4:16.5","12:49","1.00","4:16","149","154","20","8","158","1.48","49","14.0","3:57","161","4:16.5","4:17"
"4","4:04.8","16:54","1.00","4:05","153","159","2","12","158","1.55","48","13.0","3:51","163","4:04.8","4:05"
"5","4:15.2","21:09","1.00","4:15","159","170","0","17","158","1.49","53","13.0","3:23","175","4:14","4:14"
"6","4:27.6","25:37","1.00","4:28","152","160","12","0","159","1.41","49","13.0","4:12","163","4:27.6","4:28"
"7","4:24.5","30:01","1.00","4:24","156","162","14","1","158","1.44","51","13.0","4:16","163","4:24","4:24"
"8","4:21.3","34:23","1.00","4:21","151","162","7","3","157","1.46","44","13.0","3:49","167","4:21.3","4:21"
"9","4:01.5","38:24","1.00","4:02","153","158","4","16","158","1.57","43","13.0","3:49","163","4:01","4:01"
"10","3:54.5","42:19","1.00","3:55","159","165","2","13","158","1.62","46","12.0","3:40","161","3:54.5","3:55"
"11","4:25.2","46:44","1.00","4:25","158","165","13","19","155","1.46","50","12.0","3:46","169","4:24","4:24"
"12","4:06.8","50:51","1.00","4:07","159","164","4","5","153","1.59","48","13.0","3:40","228","4:03","4:03"
"13","4:09.1","55:00","1.00","4:09","159","162","15","6","158","1.53","47","14.0","3:53","165","4:09","4:09"
"14","4:13.1","59:13","1.00","4:13","148","162","15","16","156","1.51","33","15.0","3:42","169","4:10","4:10"
"15","3:51.2","1:03:04","1.00","3:51","148","157","4","23","159","1.64","30","16.0","3:06","173","3:51.2","3:51"
"16","0:54.1","1:03:58","0.23","3:52","146","153","0","5","145","1.79","7","17.0","3:21","165","0:49","3:30"
"Summary","1:03:58","1:03:58","15.23","4:12","152","170","143","164","157","1.52","682","14.1","3:06","228","1:03:39","4:11"
