"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:14.9","4:14.9","1.00","4:15","127","137","0","19","160","1.47","36","19.0","3:54","173","4:14.9","4:15"
"2","4:23.7","8:38.5","1.00","4:24","138","149","21","4","152","1.50","41","13.0","3:18","161","4:23","4:23"
"3","3:47.8","12:26","1.00","3:48","137","145","0","31","154","1.71","34","11.0","3:18","165","3:47","3:47"
"4","4:10.5","16:37","1.00","4:11","143","148","0","5","155","1.55","41","9.0","3:51","161","4:10","4:10"
"5","4:09.7","20:47","1.00","4:10","142","151","0","0","154","1.56","39","9.0","3:49","171","4:09.7","4:10"
"6","2:57.3","23:44","0.71","4:11","145","153","3","0","157","1.52","29","9.0","3:53","165","2:57","4:11"
"7","0:16.5","24:00","0.09","3:05","125","133","0","0","155","2.09","1","8.0","2:45","177","0:16.5","3:05"
"8","0:38.5","24:39","0.15","4:26","141","144","0","0","157","1.44","5","8.0","2:45","177","0:38","4:22"
"9","0:17.1","24:56","0.10","2:52","146","150","1","0","166","2.10","2","7.0","2:37","174","0:17","2:51"
"10","0:48.8","25:45","0.12","6:46","148","155","0","0","140","1.05","8","7.0","2:41","221","0:48.8","6:45"
"11","0:16.1","26:01","0.10","2:46","142","147","3","0","170","2.13","2","7.0","2:40","178","0:16","2:45"
"12","0:36.4","26:37","0.14","4:23","153","156","0","3","157","1.46","7","7.0","2:39","179","0:36.4","4:23"
"13","0:16.7","26:54","0.09","3:00","152","156","0","0","169","1.98","2","7.0","2:36","176","0:16","2:52"
"14","0:33.8","27:28","0.13","4:27","161","163","0","0","156","1.44","7","7.0","2:35","176","0:33.8","4:27"
"15","0:15.1","27:43","0.10","2:33","158","160","1","0","173","2.26","3","7.0","2:15","184","0:15","2:32"
"16","0:50.0","28:33","0.14","6:03","156","165","0","0","120","1.37","9","7.0","2:18","184","0:50.0","6:03"
"17","0:14.8","28:48","0.10","2:29","149","155","0","1","172","2.34","2","7.0","2:16","186","0:14.8","2:29"
"18","0:40.5","29:28","0.12","5:51","158","164","1","0","153","1.12","8","6.0","2:21","188","0:40","5:47"
"19","0:15.3","29:43","0.10","2:30","151","157","0","0","171","2.33","2","6.0","2:17","182","0:15.3","2:30"
"20","0:53.3","30:37","0.13","6:36","157","166","1","0","121","1.26","10","6.0","2:27","182","0:53","6:33"
"21","0:14.8","30:52","0.10","2:31","146","153","0","0","175","2.27","2","6.0","2:13","186","0:14.8","2:31"
"22","0:42.4","31:34","0.12","6:01","159","164","0","0","115","1.45","8","6.0","2:12","186","0:42","5:58"
"23","0:13.9","31:48","0.09","2:28","151","157","2","1","176","2.30","2","6.0","2:09","199","0:13.9","2:28"
"24","1:12.1","33:00","0.15","8:09","153","167","0","2","114","1.07","13","6.0","2:08","203","1:12","8:08"
"25","0:13.2","33:13","0.09","2:34","136","146","0","0","171","2.28","1","7.0","2:02","200","0:13","2:31"
"26","1:20.7","34:34","0.15","8:46","146","160","1","0","99","1.15","12","7.0","2:04","203","1:20.7","8:46"
"27","4:18.4","38:52","1.00","4:18","150","161","22","0","151","1.53","42","6.0","3:41","167","4:18","4:18"
"28","4:11.1","43:03","1.00","4:11","155","161","12","0","155","1.54","46","6.0","3:42","165","4:11","4:11"
"29","4:15.7","47:19","1.00","4:16","151","159","12","4","157","1.50","41","6.0","3:38","169","4:15.7","4:16"
"30","0:27.3","47:46","0.11","4:08","158","159","0","0","157","1.54","5","7.0","4:18","161","0:26","3:57"
"Summary","47:46","47:46","11.11","4:18","145","167","80","71","151","1.53","460","9.1","2:02","221","47:39","4:17"
