"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:38.1","4:38.1","1.00","4:38","132","150","35","2","158","1.36","43","23.0","3:50","169","4:38.1","4:38"
"2","4:09.5","8:47.5","1.00","4:10","142","151","8","19","155","1.56","43","18.0","3:43","169","4:06","4:06"
"3","4:38.0","13:26","1.00","4:38","145","150","20","5","155","1.39","50","15.0","4:03","159","4:38","4:38"
"4","4:08.5","17:34","1.00","4:09","136","150","1","31","155","1.56","35","15.0","3:46","171","4:07","4:07"
"5","4:21.8","21:56","1.00","4:22","143","146","0","6","155","1.48","41","14.0","3:35","161","4:21.8","4:22"
"6","4:24.2","26:20","1.00","4:24","146","149","0","1","155","1.47","44","13.0","4:16","157","4:24","4:24"
"7","4:26.5","30:46","1.00","4:26","148","154","9","1","154","1.46","46","13.0","3:51","159","4:26","4:26"
"8","4:35.9","35:22","1.00","4:36","141","155","11","3","149","1.46","38","13.0","4:04","163","4:29","4:29"
"9","4:15.9","39:38","1.00","4:16","146","155","12","26","156","1.50","39","13.0","3:55","161","4:15.9","4:16"
"10","4:17.7","43:56","1.00","4:18","151","158","2","4","157","1.48","44","13.0","3:57","163","4:17","4:17"
"11","0:03.1","43:59","0.02","3:18","156","156","0","0","157","1.93","0","13.0","4:00","157","0:03","3:09"
"Summary","43:59","43:59","10.02","4:24","143","158","99","98","155","1.47","423","15.0","3:35","171","43:46","4:22"
