"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:21.7","4:21.7","0.96","4:32","118","129","0","15","161","1.37","29","18.0","4:15","176","4:21.7","4:32"
"2","4:18.3","8:40.0","0.98","4:25","130","134","2","5","159","1.42","36","13.0","4:10","163","4:18","4:24"
"3","4:14.6","12:55","1.00","4:15","135","138","8","0","159","1.49","36","11.0","3:55","163","4:14.6","4:15"
"4","4:10.5","17:05","1.00","4:11","132","140","6","18","159","1.51","33","10.0","3:44","161","4:10.5","4:11"
"5","4:12.9","21:18","1.00","4:13","134","143","22","3","159","1.49","33","10.0","4:09","169","4:12.9","4:13"
"6","4:11.3","25:29","1.00","4:11","132","136","0","8","160","1.49","31","9.0","3:44","163","4:11","4:11"
"7","4:13.9","29:43","1.00","4:14","135","141","3","3","159","1.48","31","9.0","3:31","163","4:13.9","4:14"
"8","4:09.8","33:53","1.00","4:10","140","144","16","0","159","1.51","31","9.0","4:00","163","4:09.8","4:10"
"9","0:06.2","33:59","0.02","4:39","144","144","0","0","160","1.35","0","10.0","4:05","160","0:05","3:46"
"Summary","33:59","33:59","7.96","4:16","132","144","57","53","159","1.47","260","11.2","3:31","176","33:57","4:16"
