"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:57.4","4:57.4","1.00","4:57","134","151","33","1","160","1.26","48","22.0","4:17","172","4:57","4:57"
"2","4:10.5","9:07.9","1.00","4:11","142","150","6","23","158","1.52","44","19.0","3:41","169","4:09","4:09"
"3","4:23.1","13:31","1.00","4:23","150","157","21","3","158","1.44","48","16.0","3:44","165","4:23","4:23"
"4","3:53.2","17:24","1.00","3:53","144","158","0","32","160","1.61","37","15.0","3:37","165","3:53","3:53"
"5","4:08.1","21:32","1.00","4:08","146","149","0","7","158","1.53","39","15.0","3:37","161","4:08.1","4:08"
"6","4:17.2","25:50","1.00","4:17","138","150","5","5","157","1.49","34","16.0","4:03","172","4:16","4:16"
"7","4:21.2","30:11","1.00","4:21","149","158","13","1","157","1.46","47","16.0","3:56","163","4:20","4:20"
"8","4:23.5","34:34","1.00","4:24","141","154","10","2","149","1.52","36","15.0","3:48","168","4:17","4:17"
"9","3:59.0","38:33","1.00","3:59","153","158","10","19","159","1.58","43","15.0","3:25","165","3:59.0","3:59"
"10","0:54.9","39:28","0.25","3:42","150","153","0","5","159","1.70","9","14.0","3:25","167","0:54","3:38"
"Summary","39:28","39:28","9.25","4:16","144","158","96","98","157","1.49","385","16.6","3:25","172","39:16","4:15"
