"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:34.5","4:34.5","1.00","4:35","122","132","1","0","158","1.38","45","28.0","4:13","172","4:33","4:33"
"2","4:31.7","9:06.2","1.00","4:32","132","136","1","1","159","1.38","51","26.0","4:09","165","4:31.7","4:32"
"3","4:29.8","13:36","1.00","4:30","129","134","6","1","156","1.42","46","25.0","4:28","165","4:29.8","4:30"
"4","4:32.2","18:08","1.00","4:32","128","134","5","1","157","1.40","44","25.0","4:13","165","4:32","4:32"
"5","4:28.3","22:37","1.00","4:28","132","137","3","0","159","1.41","44","25.0","4:28","161","4:28.3","4:28"
"6","4:25.4","27:02","1.00","4:25","133","137","3","0","159","1.42","43","25.0","4:18","163","4:25","4:25"
"7","4:37.4","31:39","1.00","4:37","135","141","1","4","160","1.36","45","26.0","4:09","165","4:37.4","4:37"
"8","4:24.2","36:04","1.00","4:24","135","141","1","2","159","1.42","43","25.0","4:09","163","4:23","4:23"
"9","4:20.8","40:24","1.00","4:21","136","141","0","10","158","1.45","41","25.0","4:18","165","4:20","4:20"
"10","4:22.9","44:47","1.00","4:23","136","139","4","5","160","1.42","39","25.0","4:23","165","4:22.9","4:23"
"11","4:02.3","48:49","1.00","4:02","138","144","1","2","161","1.54","38","25.0","3:36","167","4:02.3","4:02"
"12","4:09.3","52:59","1.00","4:09","138","141","1","2","159","1.51","36","26.0","3:57","165","4:09","4:09"
"13","0:04.3","53:03","0.02","3:28","138","138","0","0","161","1.79","0","27.0","3:56","161","0:04","3:13"
"Summary","53:03","53:03","12.02","4:25","133","144","22","23","159","1.43","515","25.5","3:36","172","52:58","4:24"
