"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","1:29.9","1:29.9","0.35","4:15","132","141","1","0","163","1.44","13","23.0","3:55","176","1:29.9","4:15"
"2","1:52.6","3:22.5","0.45","4:12","143","150","0","0","160","1.49","19","20.0","4:08","163","1:52.6","4:12"
"3","4:07.4","7:29.9","1.00","4:07","145","151","6","5","159","1.52","43","16.0","3:46","163","4:07.4","4:07"
"4","1:14.3","8:44.2","0.30","4:07","142","145","0","0","160","1.52","12","14.0","4:02","163","1:13","4:03"
"5","1:48.3","10:32","0.44","4:05","145","148","1","0","158","1.55","18","12.0","4:02","161","1:48.3","4:05"
"6","1:44.2","12:17","0.44","3:59","152","163","2","2","159","1.58","19","11.0","3:55","163","1:44","3:58"
"7","1:45.4","14:02","0.44","3:58","161","164","2","1","158","1.59","21","11.0","3:44","161","1:45","3:57"
"8","1:45.4","15:48","0.45","3:56","156","162","0","0","158","1.61","20","10.0","3:53","161","1:45.4","3:56"
"9","4:04.8","19:52","1.00","4:05","159","164","3","3","159","1.55","49","10.0","3:58","165","4:04.8","4:05"
"10","3:52.6","23:45","1.00","3:53","166","173","4","3","160","1.61","48","9.0","3:37","165","3:52.6","3:53"
"11","0:34.3","24:19","0.16","3:30","160","163","0","0","165","1.73","6","9.0","3:13","169","0:33","3:22"
"Summary","24:19","24:19","6.03","4:02","152","173","18","14","160","1.55","268","12.9","3:13","176","24:16","4:01"
