"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","2:37.2","2:37.2","0.44","5:57","133","144","2","0","144","1.17","22","16.0","4:33","173","2:19","5:15"
"2","0:23.4","3:00.6","0.12","3:09","147","150","1","0","171","1.86","3","16.0","3:05","177","0:23","3:06"
"3","1:00.5","4:01.1","0.17","5:59","150","155","1","0","160","1.04","11","16.0","3:36","174","1:00.5","5:59"
"4","0:24.6","4:25.7","0.13","3:06","147","152","3","3","176","1.83","4","15.0","2:38","183","0:24","3:02"
"5","0:50.3","5:15.9","0.15","5:36","153","158","0","1","159","1.12","9","15.0","2:38","183","0:50.3","5:36"
"6","0:19.5","5:35.5","0.10","3:07","147","153","0","0","180","1.78","3","15.0","2:29","191","0:19","3:02"
"7","0:41.8","6:17.3","0.11","6:12","159","162","1","0","161","1.00","8","15.0","2:37","191","0:41.8","6:12"
"8","0:20.4","6:37.7","0.11","3:00","155","159","2","0","180","1.86","3","15.0","2:34","188","0:20","2:56"
"9","0:40.0","7:17.7","0.12","5:22","160","163","0","4","158","1.18","8","15.0","2:46","188","0:40.0","5:22"
"10","0:21.9","7:39.6","0.13","2:54","153","157","2","1","178","1.94","4","15.0","2:36","191","0:21.9","2:54"
"11","0:31.5","8:11.1","0.10","5:27","162","165","0","1","177","1.04","6","15.0","2:36","236","0:31.5","5:27"
"12","0:20.5","8:31.6","0.13","2:43","154","159","2","0","182","2.02","3","15.0","2:48","194","0:20","2:39"
"13","2:10.0","10:42","0.27","8:06","144","166","2","3","106","1.17","21","15.0","2:47","235","2:10.0","8:06"
"Summary","10:42","10:42","2.09","5:08","147","166","16","12","149","1.28","105","15.4","2:29","236","10:21","4:58"
