"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:29.0","4:29.0","1.00","4:29","126","137","3","4","163","1.37","37","20.0","4:10","173","4:29.0","4:29"
"2","3:58.1","8:27.1","1.00","3:58","135","139","5","5","161","1.56","35","14.0","3:48","167","3:58","3:58"
"3","4:10.3","12:37","1.00","4:10","135","139","0","3","161","1.49","35","11.0","3:50","169","4:10","4:10"
"4","4:20.0","16:57","1.00","4:20","138","146","20","8","160","1.44","37","11.0","4:04","165","4:20","4:20"
"5","4:41.2","21:39","1.00","4:41","134","143","17","12","158","1.35","34","10.0","4:05","163","4:41","4:41"
"6","3:57.6","25:36","1.00","3:58","136","144","7","18","161","1.57","30","8.0","3:32","165","3:57.6","3:58"
"7","4:06.3","29:42","1.00","4:06","139","142","5","1","160","1.52","31","7.0","3:55","163","4:06","4:06"
"8","3:56.7","33:39","1.00","3:57","141","145","7","3","159","1.60","30","6.0","3:41","167","3:56.7","3:57"
"9","0:01.2","33:40","0.01","3:41","142","142","0","0","161","1.69","0","6.0","3:44","161","0:01","3:11"
"Summary","33:40","33:40","8.01","4:12","135","146","64","54","160","1.48","269","11.0","3:32","173","33:39","4:12"
