"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:33.2","4:33.2","1.00","4:33","127","135","4","5","161","1.36","38","20.0","4:08","175","4:33.2","4:33"
"2","4:14.6","8:47.8","1.00","4:15","139","147","6","0","160","1.47","39","15.0","3:59","165","4:14","4:14"
"3","4:21.1","13:09","1.00","4:21","138","146","4","2","158","1.46","38","13.0","3:51","166","4:20","4:20"
"4","4:22.4","17:31","1.00","4:22","138","147","17","2","159","1.44","37","10.0","4:08","167","4:22","4:22"
"5","4:09.6","21:41","1.00","4:10","144","148","6","0","158","1.52","39","9.0","3:54","163","4:09.6","4:10"
"6","4:16.2","25:57","1.00","4:16","140","145","3","1","159","1.47","33","9.0","3:46","165","4:16","4:16"
"7","0:03.3","26:00","0.01","6:11","139","139","0","0","161","1.01","0","9.0","4:40","161","0:02","3:48"
"8","4:11.9","30:12","0.99","4:15","140","147","4","1","160","1.48","32","9.0","3:51","167","4:11.9","4:15"
"9","4:08.4","34:21","1.00","4:08","146","150","3","5","160","1.51","39","6.0","3:50","167","4:08.4","4:08"
"10","4:13.4","38:34","1.00","4:13","131","142","0","23","154","1.53","24","6.0","3:48","167","4:13","4:13"
"11","4:13.4","42:47","1.00","4:13","140","145","5","4","159","1.49","29","6.0","3:41","163","4:13.4","4:13"
"12","4:13.3","47:01","1.00","4:13","143","147","6","1","159","1.49","30","6.0","4:15","165","4:13","4:13"
"13","4:12.7","51:13","1.00","4:13","140","143","1","1","159","1.50","27","6.0","4:13","167","4:12.7","4:13"
"14","4:19.1","55:33","1.00","4:19","140","143","4","6","159","1.46","26","6.0","3:57","165","4:19","4:19"
"15","4:26.2","59:59","1.00","4:26","141","146","4","4","158","1.42","27","6.0","4:16","165","4:26","4:26"
"16","3:56.7","1:03:55","0.93","4:13","143","145","5","1","160","1.48","25","6.0","3:49","165","3:56","4:13"
"Summary","1:03:55","1:03:55","14.93","4:17","139","150","71","57","159","1.47","483","8.9","3:41","175","1:03:50","4:17"
