"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","3:28.1","3:28.1","1.00","3:28","149","162","3","1","162","1.78","36","16.0","2:56","173","3:28","3:28"
"2","3:35.7","7:03.8","1.00","3:36","162","167","3","2","164","1.70","45","15.0","3:24","167","3:35.7","3:36"
"3","3:35.6","10:39","1.00","3:36","164","168","4","4","163","1.70","44","14.0","3:19","171","3:35","3:35"
"4","3:31.3","14:11","1.00","3:31","164","168","1","1","162","1.75","43","13.0","3:17","167","3:31.3","3:31"
"5","3:32.2","17:43","1.00","3:32","166","168","2","1","162","1.75","43","13.0","3:25","165","3:32.2","3:32"
"6","3:23.5","21:06","1.00","3:23","164","168","2","3","163","1.81","41","14.0","3:10","165","3:23","3:23"
"7","3:20.0","24:26","1.00","3:20","164","168","1","0","164","1.83","40","15.0","3:13","169","3:20","3:20"
"8","3:26.5","27:53","1.00","3:26","163","172","4","5","164","1.77","40","16.0","3:00","171","3:26.5","3:26"
"9","3:18.7","31:12","1.00","3:19","151","171","2","2","163","1.85","30","17.0","3:01","167","3:18","3:18"
"10","3:14.6","34:26","1.00","3:15","166","169","0","1","164","1.88","39","17.0","3:08","167","3:14.6","3:15"
"11","0:04.5","34:31","0.02","3:08","168","168","0","0","163","1.96","1","17.0","3:08","165","0:04","2:46"
"Summary","34:31","34:31","10.02","3:27","161","172","23","19","163","1.78","402","15.0","2:56","173","34:28","3:26"
