"Laps","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"1","4:10.3","4:10.3","1.00","4:10","122","140","2","2","159","1.50","33","25.0","3:46","165","4:10.3","4:10"
"2","3:58.0","8:08.3","1.00","3:58","142","149","8","7","158","1.59","41","22.0","3:22","165","3:58","3:58"
"3","3:56.1","12:04","1.00","3:56","144","149","1","2","156","1.63","42","20.0","3:47","161","3:56","3:56"
"4","4:01.6","16:06","1.00","4:02","147","150","1","3","155","1.60","44","20.0","3:50","159","4:01.6","4:02"
"5","4:01.7","20:08","1.00","4:02","139","148","1","1","156","1.59","35","21.0","3:43","169","4:01","4:01"
"6","4:04.4","24:12","1.00","4:04","147","152","1","1","157","1.57","43","20.0","3:56","163","4:04","4:04"
"7","3:57.8","28:10","1.00","3:58","141","149","5","1","155","1.63","35","20.0","3:35","167","3:57.8","3:58"
"8","3:56.7","32:07","1.00","3:57","145","151","0","7","157","1.61","37","19.0","3:39","169","3:56.7","3:57"
"9","0:10.8","32:17","0.04","4:56","148","148","0","0","156","1.30","1","19.0","3:50","159","0:09","4:08"
"Summary","32:17","32:17","8.04","4:01","141","152","20","25","157","1.59","311","20.9","3:22","169","32:14","4:01"
