"","Interval","Step Type","Lap","Time","Cumulative Time","Distance","Avg Pace","Avg HR","Max HR","Elev Gain","Elev Loss","Avg Run Cadence","Avg Stride Length","Calories","Avg Temperature","Best Pace","Max Run Cadence","Moving Time","Avg Moving Pace"
"","1","Run","1","2:57.1","2:57.1","1.00","2:57","156","175","1","0","172","1.97","32","10.0","2:43","177","2:57.1","2:57"
"","","Rest","2","3:00","5:57.1","0.45","6:36","139","174","0","1","130","1.16","27","10.0","2:56","175","3:00","6:36"
"","2","Run","3","2:50.5","8:47.5","1.00","2:50","163","173","2","1","172","2.04","33","10.0","2:41","179","2:50","2:50"
"","","Rest","4","3:00","11:48","0.55","5:26","142","173","0","1","143","1.28","26","10.0","2:56","239","2:49","5:06"
"","3","Run","5","2:57.3","14:45","1.00","2:57","148","171","3","2","171","1.98","28","10.0","2:47","174","2:57.3","2:57"
"","","Rest","6","0:30.1","15:15","0.05","9:13","145","160","0","0","61","1.78","4","10.0","2:59","172","0:18","5:31"
"","Summary","--","--","15:15","15:15","4.06","3:45","149","175","6","5","154","1.69","150","10.0","2:41","239","14:51","3:40"
